번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
588,285770,라이프사이언스테크놀로지,105802,소프트웨어 개발 및 공급업,"3,193,000","1,596,500,000","500",원(KRW),070-8620-8020,"서울특별시 강서구 양천로 401 B-1207(가양동, 강서한강자이타워) ",2359
589,214260,라파스,032004,기타 화학제품 제조업,"8,343,416","4,171,708,000","500",원(KRW),02-392-3011,서울특별시 강서구 마곡중앙8로1길 62 라파스 &nbsp;,2359
590,115390,락앤락,032202,플라스틱제품 제조업,"54,186,600","27,500,000,000","500",원(KRW),02-520-9539,충청남도 아산시  선장면 삽교천로 104  (주)락앤락,2359
591,200350,래몽래인,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","4,254,674","2,127,337,000","500",원(KRW),027619978,"서울특별시 강남구 언주로 729 12층(논현동, 마스터스729빌딩)",2359
592,171010,램테크놀러지,032001,기초 화학물질 제조업,"11,571,530","5,785,765,000","500",원(KRW),031-323-1119,경기도 용인시 처인구  양지면 주북로 285 ,2359
593,084650,랩지노믹스,137001,자연과학 및 공학 연구개발업,"11,143,923","5,571,961,500","500",원(KRW),031-628-0702,경기도 성남시 분당구 대왕판교로 700 (삼평동) 6층 ,2359
594,217500,러셀,032902,특수 목적용 기계 제조업,"31,812,000","3,181,200,000","100",원(KRW),043-532-8818,충청북도 청주시 흥덕구 옥산면 옥산산단로 36 (호죽리),2359
595,092590,럭스피아,032601,반도체 제조업,"7,291,098","3,645,549,000","500",원(KRW),070-8671-2500,"경기도 수원시 영통구 광교로 109 10층(이의동, 나노소자특화팹센터) ",2359
596,033600,럭슬,033003,자동차 신품 부품 제조업,"40,828,103","20,414,051,500","500",원(KRW),031 -660 -9900,경기도 평택시  산단로 255 ,2359
597,141080,레고켐바이오,137001,자연과학 및 공학 연구개발업,"10,760,321","5,380,160,500","500",원(KRW),042-861-0688,대전광역시 대덕구 문평서로 8-26(문평동),2359
598,060300,레드로버,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","57,637,698","28,818,849,000","500",원(KRW),031-5171-3800,서울특별시 강남구 학동로23길 55 코데즈빌딩 ,2359
599,038390,레드캡투어,147502,여행사 및 기타 여행보조 서비스업,"8,589,480","4,294,740,000","500",원(KRW),02-2001-4500,서울특별시 중구 을지로 100파인에비뉴 B동 19층 ,2359
600,294140,레몬,032005,화학섬유 제조업,"34,500,000","17,250,000,000","500",원(KRW),054-470-8800,경상북도 구미시 산동면 산호대로 1105-65 ,2359
601,228670,레이,032701,의료용 기기 제조업,"6,653,267","3,326,633,500","500",원(KRW),031-605-1000,경기도 화성시 삼성1로 332-7 ,2359
602,228850,레이언스,032701,의료용 기기 제조업,"16,591,014","8,295,507,000","500",원(KRW),031-8015-6277,경기도 화성시 삼성1로1길 14 &nbsp,2359
603,281740,레이크머티리얼즈,032004,기타 화학제품 제조업,"64,970,548","6,497,054,800","100",원(KRW),044-414-9400,세종특별자치시  전의면 산단길 22-144 -,2359
604,238120,로고스바이오,032703,사진장비 및 광학기기 제조업,"3,594,724","1,797,362,000","500",원(KRW),031-478-4185,"경기도 안양시 동안구 시민대로327번길 28 (관양동) 2층,3층 ",2359
605,215100,로보로보,032809,기타 전기장비 제조업,"17,798,454","1,779,845,400","100",원(KRW),02-909-5050,서울특별시 강북구 도봉로54길 6 로보로보빌딩(미아동),2359
606,090360,로보스타,032902,특수 목적용 기계 제조업,"9,750,000","4,875,000,000","500",원(KRW),031-400-3600,경기도 안산시 상록구  수인로 700 ,2359
607,238500,로보쓰리,137309,"그외 기타 전문, 과학 및 기술 서비스업","4,682,166","2,341,083,000","500",원(KRW),02-544-9145,서울특별시 강남구 봉은사로68길 23이원빌딩 2층 ,2359
608,108490,로보티즈,032902,특수 목적용 기계 제조업,"11,251,000","5,625,500,000","500",원(KRW),070-8671-2600,서울특별시 강서구 마곡중앙5로1길 37 &nbsp,2359
609,900260,로스웰,116409,기타 금융업,"141,781,250","43,617,265,221","0",중국위안(CNY),,"Unit 402, 4th Floor, Fairmont House, No. 8 Cotton Tree Drive, Admiralty Hong Kong ",2359
610,067730,로지시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","9,340,922","4,670,461,000","500",원(KRW),02-2125-6300,서울특별시 마포구 독막로 281 &nbsp,2359
611,071280,로체시스템즈,032902,특수 목적용 기계 제조업,"15,296,603","7,648,301,500","500",원(KRW),(031)335-9100,경기도 용인시 처인구  경안천로 364 로체시스템즈(주),2359
612,032350,롯데관광개발,147502,여행사 및 기타 여행보조 서비스업,"69,275,662","34,637,831,000","500",원(KRW),1577-3000,서울특별시 종로구  세종대로 149 (세종로),2359
613,330590,롯데리츠,126801,부동산 임대 및 공급업,"171,968,884","85,984,442,000","500",원(KRW),02-3213-8159,서울특별시 송파구 올림픽로 300 롯데월드타워 30층,2359
614,000400,롯데손해보험,116501,보험업,"310,336,320","310,336,320,000","1,000",원(KRW),02-1588-3344,서울특별시 중구  소월로 3 롯데손해보험빌딩 ,2359
615,023530,롯데쇼핑,074701,종합 소매업,"28,288,755","141,443,775,000","5,000",원(KRW),02-771-2500,서울특별시 중구  남대문로 81 (소공동) ,2359
616,004000,롯데정밀화학,032001,기초 화학물질 제조업,"25,800,000","129,000,000,000","5,000",원(KRW),052-270-6112-4,울산광역시 남구 여천로217번길 19 ,2359
617,286940,롯데정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,396,331","76,981,655,000","5,000",원(KRW),02-2626-4000,서울특별시 금천구 가산디지털2로 179 롯데정보통신 ,2359
618,280360,롯데제과,031007,기타 식품 제조업,"6,416,717","3,208,358,500","500",원(KRW),02-2670-6302,서울특별시 영등포구 양평로21길 10 ,2359
619,004990,롯데지주,116409,기타 금융업,"104,909,237","21,179,372,000","200",원(KRW),02-750-7114,서울특별시 송파구 올림픽로 300 롯데월드타워,2359
620,005300,롯데칠성음료,031102,비알코올음료 및 얼음 제조업,"7,993,460","4,384,385,000","500",원(KRW),02-3479-9114,서울특별시 서초구 서초대로70길 15 ,2359
621,011170,롯데케미칼,032001,기초 화학물질 제조업,"34,275,419","171,377,095,000","5,000",원(KRW),02-829-4114,"300, Olympic-ro, Songpa-gu, Seoul, Korea Lotte World Tower ",2359
622,002270,롯데푸드,031005,낙농제품 및 식용빙과류 제조업,"1,131,870","5,659,350,000","5,000",원(KRW),02-3469-3114,서울특별시 영등포구 양평로19길 19 -,2359
623,071840,롯데하이마트,074703,가전제품 및 정보통신장비 소매업,"23,607,712","118,038,560,000","5,000",원(KRW),02-1588-0070,서울특별시 강남구  삼성로 156  롯데하이마트빌딩,2359
624,038060,루멘스,032601,반도체 제조업,"47,718,750","23,859,375,000","500",원(KRW),031-8033-2000,경기도 용인시 기흥구 원고매로 12 ,2359
625,082800,루미마이크로,032601,반도체 제조업,"123,908,132","61,954,066,000","500",원(KRW),031-213-9200,경기도 용인시 처인구 남사면 봉무로 309 ,2359
626,162120,루켄테크놀러지스,032809,기타 전기장비 제조업,"1,644,987","822,493,500","500",원(KRW),070-8633-8009,경기도 이천시 마장면 중부대로2670번길 94 ,2359
627,085370,루트로닉,032701,의료용 기기 제조업,"25,599,072","13,171,295,500","500",원(KRW),031-926-7114,경기도 고양시 덕양구 소원로 219 ,2359
628,060240,룽투코리아,105802,소프트웨어 개발 및 공급업,"25,429,284","13,064,642,000","500",원(KRW),031-8068-6602,"경기도 안양시 동안구 부림로 170 41-13(관양동 1736-1), 4층 ",2359
629,058470,리노공업,032602,전자부품 제조업,"15,242,370","7,621,185,000","500",원(KRW),051-831-3232,부산광역시 강서구 미음산단로105번길 10 ,2359
630,039980,리노스,074704,"섬유, 의복, 신발 및 가죽제품 소매업","39,601,703","19,800,851,500","500",원(KRW),(02)3489-6800,서울특별시 서초구  효령로 317 대한건축사협회  5~6층,2359
631,019570,리더스 기술투자,116402,신탁업 및 집합투자업,"63,297,558","31,648,779,000","500",원(KRW),02-2051-9640,"서울특별시 강남구 테헤란로4길 14 미림타워 13층(역삼동,미림타워) ",2359
632,016100,리더스코스메틱,032004,기타 화학제품 제조업,"18,187,414","9,093,707,000","500",원(KRW),02-3453-8768,서울특별시 광진구 능동로 90 더클래식 500 씨 404호 ,2359
633,197210,리드,032902,특수 목적용 기계 제조업,"25,060,166","12,530,083,000","500",원(KRW),031-8017-3201,경기도 화성시 노작로 147 돌모루프라자 6층 B114호 ,2359
634,012700,리드코프,074607,기타 전문 도매업,"26,446,135","13,777,741,000","500",원(KRW),02  -2126-5000,서울특별시 영등포구  은행로 25 안원빌딩 6층 ,2359
635,302550,리메드,032701,의료용 기기 제조업,"5,822,956","2,911,478,000","500",원(KRW),042-934-5560,대전광역시 유성구 테크노2로 187 미건테크노월드2차 301호~303호,2359
636,277070,린드먼아시아,116402,신탁업 및 집합투자업,"13,500,000","6,750,000,000","500",원(KRW),070-7019-4006,"서울특별시 강남구 테헤란로 234, 4층(역삼동, 삼익빌딩) &nbsp",2359
637,042500,링네트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,216,878","7,608,439,000","500",원(KRW),02-6675-1251,"서울특별시 구로구 디지털로33길 27 409호 (구로동, 삼성IT밸리 4층) ",2359
638,219420,링크제니시스,105802,소프트웨어 개발 및 공급업,"10,000,000","1,000,000,000","100",원(KRW),031-422-3581,"경기도 안양시 동안구 시민대로 401, 319호(관양동, 대륭테크노타운15차) &nbsp",2359
639,027740,마니커,031001,"도축, 육류 가공 및 저장 처리업","158,472,594","79,236,297,000","500",원(KRW),031-281-5300,경기도 용인시 기흥구  용구대로2219번길 3 (신갈동) ,2359
640,195500,마니커에프앤지,031001,"도축, 육류 가공 및 저장 처리업","10,378,000","5,189,000,000","500",원(KRW),031-899-1114,경기도 용인시 처인구 이동면 백옥대로144번길 36-2 &nbsp,2359
641,305090,마이크로디지탈,032701,의료용 기기 제조업,"3,630,800","1,815,400,000","500",원(KRW),031-701-2225,경기도 성남시 분당구 판교로228번길 15 제윈스동 701호,2359
642,098120,마이크로컨텍솔,032602,전자부품 제조업,"8,312,766","4,156,383,000","500",원(KRW),041-621-4331,충청남도 천안시 서북구 성거읍 오송2길 15-21 ,2359
643,227950,마이크로텍,032902,특수 목적용 기계 제조업,"28,276,441","2,827,644,100","100",원(KRW),02-3779-3129,경기도 안성시 원곡면 원당로 157 -,2359
644,147760,마이크로프랜드,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","10,819,866","5,409,933,000","500",원(KRW),02-944-6400,"서울특별시 노원구 공릉로 232, 10층(공릉동, 서울테크노파크) ",2359
645,038290,마크로젠,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,605,454","5,302,727,000","500",원(KRW),02-2113-7000,서울특별시 금천구  벚꽃로 254 월드메르디앙1차 ,2359
646,204320,만도,033003,자동차 신품 부품 제조업,"46,957,120","46,957,120,000","1,000",원(KRW),031-680-6114,경기도 평택시 포승읍 하만호길 32 ,2359
647,001080,만호제강,032401,1차 철강 제조업,"4,150,000","4,150,000,000","1,000",원(KRW),051-601-0351,부산광역시 강서구  녹산화전로 71 ,2359
648,267980,매일유업,031005,낙농제품 및 식용빙과류 제조업,"7,843,638","3,921,819,000","500",원(KRW),02-2117-2113,서울특별시 종로구 종로1길 50 &nbsp,2359
649,005990,매일홀딩스,031005,낙농제품 및 식용빙과류 제조업,"13,718,304","6,859,152,000","500",원(KRW),02-2127-2113,서울시 종로구 종로1길 50 더케이트윈타워A동 ,2359
650,127160,매직마이크로,032602,전자부품 제조업,"61,490,323","6,149,032,300","100",원(KRW),070-8680-3792,경기도 안산시 단원구 성곡로 208 다동 5호,2359
651,093520,매커스,074605,기계장비 및 관련 물품 도매업,"16,163,092","8,081,546,000","500",원(KRW),02-3490-9500,서울특별시 강남구 봉은사로44길 73 ,2359
652,141070,맥스로텍,032902,특수 목적용 기계 제조업,"29,870,506","14,935,253,000","500",원(KRW),053-584-6540,대구광역시 달서구 성서로71길 40 - ,2359
653,088980,맥쿼리인프라,116402,신탁업 및 집합투자업,"349,044,336","1,815,614,802,841","0",원(KRW),02-3705-8565,"서울특별시 중구 소공로 109 소공동, 한화빌딩 9층",2359
654,094800,맵스리얼티1,116402,신탁업 및 집합투자업,"92,834,331","464,171,655,000","0",원(KRW),02-1577-1640,서울 영등포구 여의도동 미래에셋빌딩 45-1,2359
655,100590,머큐리,032604,통신 및 방송 장비 제조업,"14,763,600","7,381,800,000","500",원(KRW),032-580-3114,인천광역시 서구 가재울로 90 ,2359
656,067280,멀티캠퍼스,168506,기타 교육기관,"5,926,779","2,963,389,500","500",원(KRW),02-6262-9114,서울특별시 강남구 언주로 508 서울상록회관 17층,2359
657,072870,메가스터디,105801,"서적, 잡지 및 기타 인쇄물 출판업","11,920,959","5,960,479,500","500",원(KRW),02-6984-6814,"서울특별시 서초구 효령로 304 24층(서초동, 국제전자센터) ",2359
658,215200,메가스터디교육,168505,일반 교습 학원,"11,821,880","1,182,188,000","100",원(KRW),02-3489-8200,서울특별시 서초구 효령로 321 덕원빌딩 &nbsp,2359
659,133750,메가엠디,168505,일반 교습 학원,"23,097,077","11,548,538,500","500",원(KRW),02-3489-8346,서울특별시 서초구 효령로 321 ,2359
660,235980,메드팩토,137001,자연과학 및 공학 연구개발업,"10,097,421","5,048,710,500","500",원(KRW),02-6938-0200,"서울특별시 서초구 명달로 92, 보림빌딩 ",2359
661,200580,메디쎄이,032701,의료용 기기 제조업,"3,478,159","1,739,079,500","500",원(KRW),031-879-0414,충청북도 제천시 한방엑스포로 129 (제천시 왕암동 1389),2359
662,041920,메디아나,032701,의료용 기기 제조업,"8,650,496","4,325,248,000","500",원(KRW),033-742-5400,강원도 원주시 문막읍 동화공단로 132 ,2359
663,233250,메디안디노스틱,032103,의료용품 및 기타 의약 관련제품 제조업,"1,746,534","1,083,767,000","500",원(KRW),033-244-0100,강원도 춘천시 동내면 순환대로 878 ,2359
664,014100,메디앙스,032004,기타 화학제품 제조업,"11,800,000","5,900,000,000","500",원(KRW),02-6283-6790,서울특별시 강남구 논현로64길 4 5층~6층,2359
665,236340,메디젠휴먼케어,137001,자연과학 및 공학 연구개발업,"2,304,892","1,152,446,000","500",원(KRW),02-555-9808,서울특별시 강남구 테헤란로 223 큰길타워빌딩 20층,2359
666,086900,메디톡스,032101,기초 의약물질 및 생물학적 제제 제조업,"5,815,090","2,907,545,000","500",원(KRW),043-217-1555,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,2359
667,047920,메디포럼제약,137001,자연과학 및 공학 연구개발업,"13,848,373","6,924,186,500","500",원(KRW),031-557-0001,경기도 남양주시 경강로 27 ,2359
668,078160,메디포스트,032101,기초 의약물질 및 생물학적 제제 제조업,"15,617,842","7,808,921,000","500",원(KRW),02-3465-6677,경기도 성남시 분당구 대왕판교로 644번길21 -,2359
